track_name,artist_name,genre,artist_country,release_year,release_month,streams,popularity,duration_ms,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mood,duration_min
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2023,12,5224919,80,204544,0.802,0.534,0.444,133.8,0.376,-9.63,0.385,Melancholic,3.41
Boy With Luv,BTS,K-Pop,KR,2018,2,5693437,88,219812,0.478,0.672,0.402,136.4,0.598,-11.09,0.15,Sad,3.66
bad guy,Billie Eilish,Alt-Pop,US,2020,10,5402985,93,190828,0.779,0.396,0.209,150.6,0.437,-8.06,0.187,Sad,3.18
Circles,Post Malone,Hip-Hop/Pop,US,2023,5,3128155,88,262241,0.922,0.6,0.436,120.3,0.541,-15.3,0.094,Hype,4.37
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2020,9,6072860,72,249442,0.564,0.296,0.756,132.4,0.156,-4.91,0.058,Sad,4.16
Watermelon Sugar,Harry Styles,Pop,GB,2023,10,9693715,96,181861,0.841,0.364,0.589,135.9,0.447,-11.98,0.157,Sad,3.03
Cruel Summer,Taylor Swift,Pop,US,2020,4,2794094,84,166206,0.518,0.945,0.573,118.3,0.383,-11.48,0.156,Melancholic,2.77
Love Story,Taylor Swift,Pop,US,2019,7,4344274,99,242352,0.762,0.714,0.19,96.6,0.201,-9.55,0.145,Energetic,4.04
Senorita,Vishal-Shekhar,Bollywood,IN,2020,2,14976137,78,235631,0.849,0.485,0.829,144.3,0.204,-8.55,0.086,Melancholic,3.93
Channa Mereya,Arijit Singh,Bollywood,IN,2021,6,4360911,80,198808,0.345,0.277,0.608,137.7,0.161,-5.06,0.108,Chill,3.31
Agar Tum Saath Ho,Pritam,Bollywood,IN,2018,3,7740347,75,226041,0.775,0.628,0.177,127.9,0.138,-2.64,0.141,Sad,3.77
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2022,9,2010957,87,220750,0.334,0.553,0.529,146.2,0.699,-13.29,0.202,Sad,3.68
Galliyan,Pritam,Bollywood,IN,2018,6,6260988,94,135880,0.791,0.411,0.407,131.4,0.098,-5.78,0.066,Melancholic,2.26
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2020,7,3033749,70,233764,0.526,0.47,0.485,102.3,0.398,-10.36,0.17,Happy,3.9
Tujh Mein Rab Dikhta Hai,Shreya Ghoshal,Bollywood,IN,2021,2,3012347,83,225245,0.599,0.743,0.377,171.7,0.264,-6.57,0.157,Romantic,3.75
Broken Clocks,SZA,R&B,US,2019,11,7356372,94,233579,0.402,0.57,0.386,121.8,0.399,-7.04,0.021,Sad,3.89
The Scientist,Coldplay,Rock/Pop,GB,2020,5,5934751,83,246634,0.818,0.702,0.732,82.7,0.201,-6.79,0.238,Chill,4.11
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2018,3,5145157,80,158093,0.664,0.834,0.639,130.0,0.164,-1.01,0.159,Sad,2.63
Thinking Out Loud,Ed Sheeran,Pop,GB,2020,8,6973137,89,207513,0.576,0.439,0.452,121.0,0.08,-11.17,0.088,Melancholic,3.46
Physical,Dua Lipa,Pop,GB,2019,12,4715778,82,245528,0.628,0.392,0.407,131.0,0.228,-6.95,0.16,Hype,4.09
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2019,8,2727856,61,160910,0.896,0.803,0.717,101.6,0.118,-4.84,0.361,Melancholic,2.68
Hotline Bling,Drake,Hip-Hop,CA,2018,7,3937071,83,210333,0.577,0.672,0.675,115.9,0.299,-6.23,0.058,Motivational,3.51
Nayagan,Ilaiyaraaja,Bollywood,IN,2020,8,7846455,83,238157,0.726,0.241,0.684,118.9,0.437,-8.73,0.119,Motivational,3.97
Golden,Harry Styles,Pop,GB,2019,5,3215596,86,216523,0.813,0.535,0.47,128.9,0.063,-4.25,0.115,Motivational,3.61
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2021,6,5227636,80,188268,0.409,0.594,0.618,84.9,0.078,-3.98,0.15,Energetic,3.14
Senorita,Vishal-Shekhar,Bollywood,IN,2020,12,1878933,58,214916,0.607,0.68,0.458,76.9,0.116,-11.93,0.462,Hype,3.58
Good Days,SZA,R&B,US,2020,7,9283471,78,208107,0.596,0.783,0.594,99.3,0.285,-9.27,0.225,Chill,3.47
Senorita,Vishal-Shekhar,Bollywood,IN,2018,10,2270907,80,217819,0.798,0.593,0.105,101.9,0.641,-2.46,0.162,Romantic,3.63
Broken Clocks,SZA,R&B,US,2019,11,4684534,70,192090,0.43,0.575,0.55,134.9,0.476,-0.79,0.024,Happy,3.2
DNA,Kendrick Lamar,Hip-Hop,US,2021,5,5040842,73,214466,0.452,0.829,0.166,89.0,0.464,-1.52,0.208,Melancholic,3.57
Sign of the Times,Harry Styles,Pop,GB,2019,11,2776402,94,198989,0.762,0.832,0.532,121.7,0.262,-9.31,0.037,Chill,3.32
Therefore I Am,Billie Eilish,Alt-Pop,US,2023,3,3213810,83,274052,0.627,0.59,0.326,97.7,0.16,-5.76,0.066,Sad,4.57
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2021,10,4180096,88,225446,0.79,0.83,0.639,134.1,0.418,-6.91,0.044,Hype,3.76
Love Galore,SZA,R&B,US,2022,9,2481013,90,229434,0.81,0.245,0.51,85.7,0.392,-6.33,0.186,Sad,3.82
Bass Rani,Nucleya,Electronic,IN,2020,12,3867074,81,193305,0.652,0.735,0.34,120.4,0.304,-9.72,0.373,Melancholic,3.22
Agar Tum Saath Ho,Pritam,Bollywood,IN,2023,11,1245451,79,265548,0.465,0.649,0.252,131.8,0.064,-2.13,0.077,Motivational,4.43
Viva la Vida,Coldplay,Rock/Pop,GB,2018,10,1716639,71,210131,0.831,0.526,0.569,142.0,0.385,-4.12,0.261,Sad,3.5
White Iverson,Post Malone,Hip-Hop/Pop,US,2018,1,3806249,94,188603,0.561,0.439,0.667,103.8,0.13,-9.55,0.195,Melancholic,3.14
Perfect,Ed Sheeran,Pop,GB,2022,12,6839043,81,144129,0.702,0.732,0.517,116.9,0.104,-4.86,0.224,Romantic,2.4
Alright,Kendrick Lamar,Hip-Hop,US,2021,8,1542829,72,204615,0.585,0.47,0.566,116.6,0.342,-7.18,0.083,Energetic,3.41
Levitating,Dua Lipa,Pop,GB,2021,2,3969126,91,202568,0.798,0.434,0.398,108.9,0.19,-10.12,0.102,Chill,3.38
As It Was,Harry Styles,Pop,GB,2018,12,8700938,82,138873,0.58,0.523,0.384,77.4,0.498,-4.89,0.114,Energetic,2.31
Physical,Dua Lipa,Pop,GB,2020,8,11892369,84,238678,0.788,0.707,0.539,117.2,0.585,-1.6,0.239,Romantic,3.98
DNA,BTS,K-Pop,KR,2020,8,9032293,90,173766,0.742,0.24,0.372,117.6,0.15,-8.03,0.14,Melancholic,2.9
Money Trees,Kendrick Lamar,Hip-Hop,US,2020,2,9513393,80,256243,0.517,0.622,0.322,120.8,0.306,-8.45,0.054,Chill,4.27
Blinding Lights,The Weeknd,R&B/Pop,CA,2018,6,2405798,100,235638,0.494,0.618,0.703,118.1,0.338,-7.96,0.058,Melancholic,3.93
The Scientist,Coldplay,Rock/Pop,GB,2022,3,11459231,78,151472,0.702,0.32,0.578,165.3,0.204,-7.6,0.302,Energetic,2.52
Psycho,Post Malone,Hip-Hop/Pop,US,2021,8,3695814,80,216235,0.534,0.399,0.525,137.1,0.125,2.08,0.149,Romantic,3.6
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2019,11,13235102,83,264886,0.532,0.733,0.549,139.9,0.323,-8.46,0.181,Sad,4.41
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2023,10,5497670,82,200541,0.719,0.65,0.767,90.3,0.533,-6.04,0.09,Romantic,3.34
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2021,7,18970402,77,195091,0.813,0.277,0.456,108.8,0.3,-8.82,0.039,Happy,3.25
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2020,12,2748304,79,232192,0.716,0.634,0.631,148.9,0.337,-2.97,0.125,Melancholic,3.87
Kill Bill,SZA,R&B,US,2022,3,3302796,98,181186,0.779,0.438,0.856,98.8,0.286,-8.21,0.068,Motivational,3.02
Rockstar,Post Malone,Hip-Hop/Pop,US,2021,2,4130490,86,181494,0.528,0.521,0.465,133.6,0.63,-7.55,0.068,Chill,3.02
Blue Jeans,Lana Del Rey,Indie-Pop,US,2023,6,3886299,72,216916,0.404,0.261,0.69,107.7,0.528,-4.11,0.07,Sad,3.62
Nayagan,Ilaiyaraaja,Bollywood,IN,2022,2,1435041,68,190593,0.443,0.241,0.247,95.6,0.651,-6.29,0.243,Motivational,3.18
Break My Heart,Dua Lipa,Pop,GB,2022,3,6869312,84,265077,0.32,0.444,0.211,134.3,0.153,-5.99,0.275,Chill,4.42
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2018,11,6166003,76,244346,0.694,0.888,0.67,137.3,0.164,-9.63,0.043,Energetic,4.07
Circles,Post Malone,Hip-Hop/Pop,US,2019,5,4176668,86,227763,0.393,0.683,0.674,122.0,0.364,-5.89,0.07,Melancholic,3.8
Fix You,Coldplay,Rock/Pop,GB,2023,3,6955645,98,233170,0.743,0.541,0.532,90.2,0.088,-5.57,0.214,Sad,3.89
Golden,Harry Styles,Pop,GB,2019,10,3917821,96,204580,0.433,0.612,0.459,95.0,0.398,-5.27,0.167,Sad,3.41
Watermelon Sugar,Harry Styles,Pop,GB,2021,11,4287576,82,223758,0.662,0.531,0.677,115.5,0.433,-4.92,0.147,Energetic,3.73
Laung Gawacha,Nucleya,Electronic,IN,2021,5,5001307,83,198117,0.878,0.382,0.402,110.4,0.176,-7.37,0.187,Energetic,3.3
Fix You,Coldplay,Rock/Pop,GB,2021,10,2173709,96,199956,0.551,0.694,0.485,127.3,0.232,-1.33,0.209,Happy,3.33
Levitating,Dua Lipa,Pop,GB,2021,3,9252102,74,188588,0.7,0.307,0.216,128.8,0.361,-10.73,0.316,Romantic,3.14
Haare Re,Vishal-Shekhar,Bollywood,IN,2022,11,6310531,79,191540,0.416,0.487,0.663,103.2,0.08,-11.43,0.288,Hype,3.19
Sign of the Times,Harry Styles,Pop,GB,2021,12,10157078,94,239051,0.638,0.354,0.522,104.2,0.624,-10.77,0.293,Hype,3.98
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2018,10,12029686,76,206942,0.618,0.667,0.22,136.5,0.041,-11.96,0.045,Happy,3.45
Therefore I Am,Billie Eilish,Alt-Pop,US,2018,5,3618049,90,248011,0.685,0.75,0.217,123.4,0.139,-1.19,0.025,Romantic,4.13
Naag,Nucleya,Electronic,IN,2019,8,3700727,84,206365,0.625,0.486,0.239,107.5,0.25,-9.74,0.102,Hype,3.44
Kusu Kusu,Nucleya,Electronic,IN,2018,10,15394607,75,205169,0.678,0.668,0.68,134.6,0.604,-3.72,0.283,Melancholic,3.42
Castle on the Hill,Ed Sheeran,Pop,GB,2020,9,3012308,72,171966,0.722,0.376,0.501,96.1,0.408,-8.49,0.063,Happy,2.87
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2019,7,11733457,94,262445,0.721,0.689,0.539,84.8,0.037,-6.58,0.096,Melancholic,4.37
Therefore I Am,Billie Eilish,Alt-Pop,US,2018,8,4046210,76,213383,0.58,0.717,0.883,135.1,0.272,-13.15,0.061,Chill,3.56
Levitating,Dua Lipa,Pop,GB,2021,2,2800026,92,197459,0.566,0.456,0.43,92.5,0.117,-8.66,0.071,Romantic,3.29
Rang De Basanti,A.R. Rahman,Bollywood,IN,2023,6,4857935,83,161292,0.453,0.523,0.646,154.0,0.26,0.23,0.129,Sad,2.69
Viva la Vida,Coldplay,Rock/Pop,GB,2019,4,2977883,78,256065,0.68,0.683,0.288,102.6,0.129,-14.53,0.224,Romantic,4.27
After Hours,The Weeknd,R&B/Pop,CA,2020,9,6169340,100,150487,0.766,0.462,0.827,142.1,0.426,-0.11,0.288,Chill,2.51
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2019,6,4726449,68,180699,0.482,0.729,0.289,99.7,0.121,-9.82,0.211,Chill,3.01
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2020,9,8883048,79,234098,0.646,0.545,0.56,87.6,0.477,-6.23,0.225,Melancholic,3.9
HUMBLE,Drake,Hip-Hop,CA,2018,5,4023200,100,206135,0.92,0.602,0.512,112.5,0.464,-3.85,0.05,Energetic,3.44
One Dance,Drake,Hip-Hop,CA,2019,12,6383504,92,138506,0.842,0.737,0.573,132.5,0.278,-5.06,0.002,Motivational,2.31
Ocean Eyes,Billie Eilish,Alt-Pop,US,2021,3,5602504,88,209370,0.656,0.239,0.706,122.9,0.372,-4.95,0.007,Chill,3.49
Sign of the Times,Harry Styles,Pop,GB,2021,2,9982775,100,201298,0.625,0.393,0.411,146.4,0.223,-8.96,0.126,Melancholic,3.35
Haare Re,Vishal-Shekhar,Bollywood,IN,2023,5,7787962,77,210003,0.902,0.855,0.432,103.4,0.043,-9.87,0.04,Motivational,3.5
Money Trees,Kendrick Lamar,Hip-Hop,US,2020,10,3971285,94,164117,0.752,0.835,0.487,100.6,0.314,-5.83,0.174,Happy,2.74
Blank Space,Taylor Swift,Pop,US,2023,11,2340535,100,231903,0.692,0.284,0.403,105.5,0.231,-7.55,0.076,Motivational,3.87
Cruel Summer,Taylor Swift,Pop,US,2021,4,3794845,91,158521,0.576,0.631,0.377,130.5,0.23,-4.01,0.149,Sad,2.64
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2020,6,2171545,64,193772,0.772,0.424,0.604,98.8,0.588,-1.37,0.029,Chill,3.23
Psycho,Post Malone,Hip-Hop/Pop,US,2022,3,5277967,93,211304,0.692,0.253,0.317,136.1,0.264,-8.49,0.089,Hype,3.52
Circles,Post Malone,Hip-Hop/Pop,US,2018,2,9620019,97,143500,0.593,0.621,0.523,155.7,0.046,-10.85,0.188,Hype,2.39
Tum Hi Ho,Arijit Singh,Bollywood,IN,2019,8,15294439,90,193252,0.739,0.439,0.224,108.7,0.565,-6.22,0.149,Hype,3.22
Phir Bhi Tumko Chaahunga,Arijit Singh,Bollywood,IN,2019,12,2007537,89,218816,0.074,0.521,0.595,123.3,0.632,-8.25,0.045,Energetic,3.65
Sun Raha Hai,Shreya Ghoshal,Bollywood,IN,2020,2,8470603,74,212752,0.781,0.62,0.315,100.5,0.603,-8.24,0.118,Motivational,3.55
Shape of You,Ed Sheeran,Pop,GB,2020,11,6369016,79,181343,0.655,0.792,0.363,144.9,0.226,-13.23,0.017,Energetic,3.02
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2023,5,5567884,90,231201,0.576,0.735,0.248,130.0,0.175,-7.37,0.055,Romantic,3.85
As It Was,Harry Styles,Pop,GB,2023,2,5562694,84,221925,0.313,0.912,0.672,116.5,0.125,-12.81,0.043,Happy,3.7
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2018,3,3745903,77,216606,0.684,0.566,0.168,139.4,0.463,-8.4,0.107,Romantic,3.61
DNA,BTS,K-Pop,KR,2018,1,2407390,82,200267,0.704,0.713,0.525,123.9,0.099,-7.22,0.137,Motivational,3.34
Bulleya,Pritam,Bollywood,IN,2023,3,6512468,81,226868,0.425,0.535,0.861,137.0,0.122,-8.93,0.118,Hype,3.78
Shake It Off,Taylor Swift,Pop,US,2021,2,11753956,100,211456,0.472,0.789,0.343,101.1,0.275,2.01,0.008,Melancholic,3.52
Raabta,Pritam,Bollywood,IN,2020,5,5745812,76,197974,0.872,0.602,0.249,145.1,0.303,-11.21,0.076,Energetic,3.3
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2023,11,5447228,75,251815,0.865,0.589,0.259,116.3,0.278,-4.42,0.074,Energetic,4.2
Cruel Summer,Taylor Swift,Pop,US,2022,1,10005496,90,220555,0.41,0.554,0.359,123.9,0.231,-6.94,0.287,Energetic,3.68
Alright,Kendrick Lamar,Hip-Hop,US,2023,4,6310254,82,176139,0.715,0.409,0.414,141.5,0.344,-7.83,0.089,Energetic,2.94
Golden,Harry Styles,Pop,GB,2023,8,10939766,80,215693,0.335,0.68,0.077,109.6,0.249,-4.99,0.38,Romantic,3.59
Anti-Hero,Taylor Swift,Pop,US,2019,2,8339195,100,189059,0.888,0.907,0.45,111.9,0.32,-7.56,0.044,Sad,3.15
Break My Heart,Dua Lipa,Pop,GB,2020,3,6064809,84,215384,0.698,0.345,0.367,102.5,0.156,-4.76,0.113,Romantic,3.59
Shape of You,Ed Sheeran,Pop,GB,2019,9,1561687,97,204349,0.676,0.44,0.723,138.3,0.157,-11.99,0.032,Chill,3.41
Channa Mereya,Arijit Singh,Bollywood,IN,2019,9,5613005,84,184094,0.822,0.744,0.365,161.7,0.121,-7.03,0.109,Romantic,3.07
Senorita,Vishal-Shekhar,Bollywood,IN,2023,1,6655804,81,176115,0.579,0.564,0.405,136.6,0.62,-0.59,0.068,Romantic,2.94
Born To Die,Lana Del Rey,Indie-Pop,US,2018,4,11393983,64,219260,0.586,0.553,0.564,95.7,0.574,-6.03,0.083,Hype,3.65
Roja,Ilaiyaraaja,Bollywood,IN,2022,1,2593772,73,213380,0.595,0.377,0.637,111.6,0.57,-7.25,0.075,Motivational,3.56
Rockstar,Post Malone,Hip-Hop/Pop,US,2021,10,3546627,93,213829,0.832,0.767,0.18,98.8,0.121,-2.87,0.169,Sad,3.56
New Rules,Dua Lipa,Pop,GB,2023,3,5535327,77,201639,0.623,0.767,0.461,114.6,0.337,-2.62,0.027,Hype,3.36
Anti-Hero,Taylor Swift,Pop,US,2022,2,10195810,93,247459,0.41,0.525,0.807,49.5,0.336,-3.66,0.394,Happy,4.12
Perfect,Ed Sheeran,Pop,GB,2018,1,7253726,79,259031,0.581,0.473,0.2,110.2,0.468,-13.29,0.07,Sad,4.32
Boy With Luv,BTS,K-Pop,KR,2023,12,4551206,99,120000,0.567,0.571,0.504,124.7,0.251,-7.12,0.123,Sad,2.0
Sign of the Times,Harry Styles,Pop,GB,2018,11,2049298,84,242485,0.519,0.495,0.299,141.2,0.147,-4.78,0.302,Energetic,4.04
Shape of You,Ed Sheeran,Pop,GB,2020,2,8105459,89,210874,0.488,0.437,0.453,100.7,0.475,-8.18,0.422,Romantic,3.51
Laugh Now Cry Later,Drake,Hip-Hop,CA,2020,7,8328823,75,194172,0.38,0.499,0.502,119.0,0.411,-2.38,0.179,Melancholic,3.24
Tujh Mein Rab Dikhta Hai,Shreya Ghoshal,Bollywood,IN,2023,4,2483530,75,162707,0.372,0.57,0.216,150.7,0.506,-14.32,0.116,Happy,2.71
bad guy,Billie Eilish,Alt-Pop,US,2021,2,8771795,95,221130,0.341,0.7,0.433,87.2,0.161,-13.91,0.062,Hype,3.69
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2018,5,5192458,78,192685,0.59,0.676,0.879,130.1,0.208,-10.38,0.192,Energetic,3.21
Galliyan,Pritam,Bollywood,IN,2023,3,7817848,70,220686,0.461,0.786,0.137,152.0,0.163,-5.39,0.068,Happy,3.68
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2020,9,2612696,92,245400,0.484,0.568,0.672,114.2,0.265,-5.98,0.247,Chill,4.09
Fix You,Coldplay,Rock/Pop,GB,2019,12,1482666,80,226245,0.371,0.565,0.666,100.0,0.264,-10.18,0.027,Chill,3.77
Galliyan,Pritam,Bollywood,IN,2020,7,2026124,65,199741,0.696,0.514,0.594,136.3,0.539,-9.62,0.117,Chill,3.33
Dynamite,BTS,K-Pop,KR,2020,12,14342258,84,257001,0.701,0.447,0.105,111.2,0.099,-1.62,0.051,Melancholic,4.28
Born To Die,Lana Del Rey,Indie-Pop,US,2022,6,1645597,69,213746,0.744,0.554,0.096,115.1,0.308,-6.37,0.139,Happy,3.56
Blue Jeans,Lana Del Rey,Indie-Pop,US,2019,6,8988135,74,227457,0.828,0.25,0.712,127.0,0.269,-8.92,0.145,Energetic,3.79
Shape of You,Ed Sheeran,Pop,GB,2022,11,8376922,83,192121,0.814,0.638,0.198,87.1,0.305,-7.0,0.052,Melancholic,3.2
lovely,Billie Eilish,Alt-Pop,US,2018,1,10753928,87,199636,0.666,0.766,0.477,105.9,0.063,-7.03,0.12,Happy,3.33
bad guy,Billie Eilish,Alt-Pop,US,2021,6,8010484,84,188786,0.523,0.751,0.724,125.3,0.529,-0.99,0.177,Sad,3.15
One Dance,Drake,Hip-Hop,CA,2018,9,3846409,97,187095,0.785,0.852,0.651,144.8,0.487,-9.81,0.139,Sad,3.12
Therefore I Am,Billie Eilish,Alt-Pop,US,2019,7,5613237,100,243386,0.784,0.742,0.493,123.6,0.329,-8.76,0.145,Motivational,4.06
Shape of You,Ed Sheeran,Pop,GB,2022,6,10808096,88,202164,0.652,0.811,0.413,134.8,0.473,-10.49,0.04,Melancholic,3.37
Dynamite,BTS,K-Pop,KR,2019,4,5340967,97,214693,0.301,0.548,0.224,143.4,0.155,-7.32,0.161,Happy,3.58
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2021,5,7246796,59,156029,0.571,0.214,0.421,106.3,0.242,-2.72,0.056,Chill,2.6
Circles,Post Malone,Hip-Hop/Pop,US,2022,8,3073719,70,234317,0.497,0.884,0.589,96.1,0.208,-3.74,0.196,Happy,3.91
Don't Start Now,Dua Lipa,Pop,GB,2020,10,4576164,92,260973,0.603,0.664,0.625,133.6,0.218,-3.22,0.531,Chill,4.35
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2021,6,5473559,81,242475,0.325,0.614,0.361,119.7,0.19,-2.39,0.004,Hype,4.04
Rang De Basanti,A.R. Rahman,Bollywood,IN,2019,3,2550354,79,199746,0.746,0.393,0.552,93.6,0.46,-4.75,0.205,Happy,3.33
As It Was,Harry Styles,Pop,GB,2019,9,4241029,82,224469,0.691,0.479,0.448,102.2,0.325,-1.46,0.012,Motivational,3.74
Channa Mereya,Arijit Singh,Bollywood,IN,2018,11,6999554,93,160621,0.821,0.562,0.503,121.9,0.305,-7.08,0.224,Sad,2.68
Teri Meri,Shreya Ghoshal,Bollywood,IN,2019,9,2972711,70,251866,0.515,0.677,0.625,143.1,0.126,-8.08,0.262,Romantic,4.2
Sign of the Times,Harry Styles,Pop,GB,2018,3,7080388,94,189521,0.359,0.556,0.401,115.7,0.331,-7.26,0.081,Chill,3.16
Anti-Hero,Taylor Swift,Pop,US,2019,9,5494416,87,201991,0.295,0.212,0.437,123.5,0.445,-7.79,0.209,Sad,3.37
Break My Heart,Dua Lipa,Pop,GB,2023,2,4550948,88,236740,0.774,0.323,0.255,145.8,0.474,-13.29,0.113,Melancholic,3.95
Butter,BTS,K-Pop,KR,2023,7,20276036,100,188603,0.586,0.731,0.626,106.1,0.016,-13.7,0.281,Melancholic,3.14
Broken Clocks,SZA,R&B,US,2018,7,2509749,72,236580,0.555,0.597,0.882,125.6,0.134,-3.02,0.108,Energetic,3.94
Therefore I Am,Billie Eilish,Alt-Pop,US,2020,6,6445529,96,226162,0.699,0.367,0.611,120.7,0.436,-9.51,0.254,Sad,3.77
Sunflower,Post Malone,Hip-Hop/Pop,US,2021,5,13123194,87,218055,0.446,0.5,0.626,125.9,0.394,-1.25,0.079,Romantic,3.63
Shake It Off,Taylor Swift,Pop,US,2019,10,4798240,88,176603,0.46,0.47,0.815,124.9,0.048,-5.02,0.074,Melancholic,2.94
God's Plan,Drake,Hip-Hop,CA,2019,8,3636723,82,203528,0.917,0.553,0.636,140.6,0.101,-3.26,0.081,Hype,3.39
White Iverson,Post Malone,Hip-Hop/Pop,US,2018,9,3201325,92,184708,0.567,0.778,0.366,121.2,0.36,-8.16,0.23,Motivational,3.08
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2020,8,4135515,73,258286,0.481,0.599,0.757,157.3,0.421,-0.77,0.456,Chill,4.3
Galliyan,Pritam,Bollywood,IN,2019,11,4485172,63,214402,0.597,0.429,0.299,100.6,0.363,-5.62,0.298,Chill,3.57
Roja,Ilaiyaraaja,Bollywood,IN,2019,6,5494563,70,246476,0.682,0.632,0.406,114.8,0.474,-7.48,0.183,Energetic,4.11
Shake It Off,Taylor Swift,Pop,US,2020,7,2764129,86,221844,0.33,0.651,0.494,76.2,0.147,-6.71,0.025,Happy,3.7
Barso Re,Shreya Ghoshal,Bollywood,IN,2019,1,2642719,66,181711,0.649,0.827,0.496,136.9,0.139,-5.66,0.074,Sad,3.03
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2023,9,7072884,80,229201,0.839,0.72,0.184,94.1,0.227,-11.75,0.001,Romantic,3.82
Bulleya,Pritam,Bollywood,IN,2018,3,1572602,61,248751,0.894,0.825,0.602,162.8,0.249,-9.47,0.455,Melancholic,4.15
Tum Hi Ho,Arijit Singh,Bollywood,IN,2019,3,1967261,100,218279,0.713,0.626,0.525,157.0,0.472,-3.62,0.076,Romantic,3.64
Senorita,Vishal-Shekhar,Bollywood,IN,2023,11,2399009,72,226490,0.599,0.767,0.746,127.2,0.417,-5.03,0.235,Melancholic,3.77
Broken Clocks,SZA,R&B,US,2020,2,3553604,87,151146,0.725,0.406,0.207,95.7,0.132,-7.48,0.099,Happy,2.52
Shake It Off,Taylor Swift,Pop,US,2023,8,6324553,100,218357,0.676,0.573,0.498,139.1,0.288,-5.98,0.217,Energetic,3.64
Love Story,Taylor Swift,Pop,US,2018,1,2391374,87,234400,0.546,0.238,0.472,143.1,0.168,-7.51,0.102,Hype,3.91
Save Your Tears,The Weeknd,R&B/Pop,CA,2022,7,5006793,78,202487,0.49,0.374,0.358,128.1,0.477,-7.34,0.11,Sad,3.37
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2021,11,6358135,70,256347,0.468,0.498,0.525,97.9,0.256,-12.65,0.163,Sad,4.27
Fix You,Coldplay,Rock/Pop,GB,2019,3,5153132,82,216407,0.588,0.752,0.617,115.9,0.336,-8.19,0.191,Chill,3.61
Thinking Out Loud,Ed Sheeran,Pop,GB,2019,1,9353315,78,242940,0.44,0.242,0.246,102.9,0.192,-2.15,0.11,Romantic,4.05
Tujh Mein Rab Dikhta Hai,Shreya Ghoshal,Bollywood,IN,2021,9,1369408,71,227596,0.574,0.442,0.526,122.8,0.208,-3.72,0.164,Hype,3.79
Blinding Lights,The Weeknd,R&B/Pop,CA,2020,7,5973239,91,219791,0.808,0.382,0.505,120.6,0.174,-7.09,0.047,Energetic,3.66
Watermelon Sugar,Harry Styles,Pop,GB,2023,9,5573326,76,193318,0.626,0.271,0.651,101.2,0.328,4.95,0.075,Romantic,3.22
Bass Rani,Nucleya,Electronic,IN,2021,12,2448057,77,246337,0.564,0.481,0.343,105.8,0.133,-12.33,0.091,Motivational,4.11
Blue Jeans,Lana Del Rey,Indie-Pop,US,2021,6,3097679,77,214272,0.533,0.536,0.434,106.5,0.274,-3.14,0.132,Motivational,3.57
Senorita,Vishal-Shekhar,Bollywood,IN,2019,1,3318230,71,204236,0.594,0.548,0.648,142.0,0.482,-4.43,0.165,Motivational,3.4
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2018,5,1876267,90,223560,0.485,0.391,0.368,89.1,0.361,-6.69,0.084,Happy,3.73
Blue Jeans,Lana Del Rey,Indie-Pop,US,2020,10,1791452,54,184643,0.808,0.632,0.436,91.3,0.239,-8.69,0.154,Romantic,3.08
Yellow,Coldplay,Rock/Pop,GB,2019,11,3012655,95,161409,0.655,0.352,0.553,123.2,0.389,-9.01,0.234,Romantic,2.69
Castle on the Hill,Ed Sheeran,Pop,GB,2023,1,5441199,83,202476,0.822,0.701,0.433,101.2,0.222,-9.07,0.074,Romantic,3.37
Love Galore,SZA,R&B,US,2020,3,20700147,89,194166,0.459,0.699,0.542,106.7,0.117,-6.41,0.136,Energetic,3.24
lovely,Billie Eilish,Alt-Pop,US,2020,12,5310642,96,237217,0.424,0.548,0.111,110.6,0.134,-3.55,0.058,Motivational,3.95
